[5, 23, 5]	15.846046419400455
[5, 23, 6]	18.86490867580518
[5, 3, 0]	17.010436833469626
[5, 3, 1]	17.389016241913282
[5, 3, 2]	16.62262594124502
[5, 3, 3]	16.37661024166937
[5, 3, 4]	17.679739001270963
[5, 3, 5]	16.147548793518364
[5, 3, 6]	15.822056911276535
[5, 4, 0]	21.292999725297417
[5, 4, 1]	20.068907006970854
[5, 4, 2]	19.732507288628188
[5, 4, 3]	20.829968819597944
[5, 4, 4]	20.915669272681466
[5, 4, 5]	17.825446810289648
[5, 4, 6]	17.38188976038157
[5, 5, 0]	21.593018355659638
[5, 5, 1]	18.81002788103778
[5, 5, 2]	18.894916666663246
[5, 5, 3]	19.845702192891927
[5, 5, 4]	21.227005213121405
[5, 5, 5]	20.992848200309997
[5, 5, 6]	21.125313003037945
[5, 6, 0]	16.36666989228269
[5, 6, 1]	14.978345859721552
[5, 6, 2]	14.767823020740611
[5, 6, 3]	15.288311117881104
[5, 6, 4]	16.389897123112565
[5, 6, 5]	19.32208822201787
[5, 6, 6]	19.992739240104342
[5, 7, 0]	15.307352827781946
[5, 7, 1]	14.68863340021126
[5, 7, 2]	14.46050088621336
[5, 7, 3]	14.619068724817286
[5, 7, 4]	14.939835919422332
[5, 7, 5]	16.300197449100637
[5, 7, 6]	18.066767322725
[5, 8, 0]	15.534355540424196
[5, 8, 1]	15.310034719953286
[5, 8, 2]	14.991955112543714
[5, 8, 3]	15.095595443793671
[5, 8, 4]	15.144876788509523
[5, 8, 5]	14.67262836614724
[5, 8, 6]	15.685100979728976
[5, 9, 0]	15.79006959000546
[5, 9, 1]	15.809253019981295
[5, 9, 2]	15.622612773623201
[5, 9, 3]	15.764076749004406
[5, 9, 4]	15.912008246957104
[5, 9, 5]	13.814643752241684
[5, 9, 6]	14.779713618189996
